Invoice ID,Branch,City,Customer Type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Dates,Time,Payment,cogs,gross margin percentage,gross income,Rating
6eff47d7,A,Naypyitaw,Normal,Male,Electronic accessories,13.15,8,5.260000000000001,110.46000000000001,2024-07-02,11:43:37,Credit card,105.2,4.761905,5.260000000000001,9.7
4619534c,B,Naypyitaw,Normal,Female,Sports and travel,80.86,3,12.129,254.709,2024-07-24,22:35:25,Credit card,242.57999999999998,4.761905,12.129,5.2
50e9bf6b,A,Mandalay,Normal,Male,Health and beauty,47.02,7,16.457000000000004,345.59700000000004,2024-04-22,21:31:33,Ewallet,329.14000000000004,4.761905,16.457000000000004,7.7
5db35f4a,A,Naypyitaw,Member,Female,Health and beauty,88.64,6,26.592000000000002,558.432,2024-05-08,10:14:29,Credit card,531.84,4.761905,26.592000000000002,5.3
2a2cadde,B,Naypyitaw,Member,Male,Food and beverages,67.42,1,3.3710000000000004,70.79100000000001,2024-06-21,23:59:16,Ewallet,67.42,4.761905,3.3710000000000004,7.3
2932af01,B,Yangon,Normal,Male,Food and beverages,85.03,7,29.760500000000004,624.9705,2024-08-10,11:21:37,Ewallet,595.21,4.761905,29.760500000000004,8.1
95403294,B,Naypyitaw,Normal,Male,Home and lifestyle,54.95,7,19.2325,403.88250000000005,2024-06-15,11:24:50,Credit card,384.65000000000003,4.761905,19.2325,5.1
df376404,C,Mandalay,Member,Female,Fashion accessories,58.15,1,2.9075,61.057500000000005,2024-02-02,08:21:18,Credit card,58.15,4.761905,2.9075,7.1
0cebbbbf,B,Mandalay,Member,Female,Sports and travel,22.99,9,10.345500000000001,217.2555,2024-08-23,18:45:31,Ewallet,206.91,4.761905,10.345500000000001,6.8
a09ca3a5,C,Mandalay,Normal,Male,Health and beauty,80.56,6,24.168000000000003,507.528,2024-06-05,06:47:00,Credit card,483.36,4.761905,24.168000000000003,4.4
2cd3f00c,A,Mandalay,Normal,Male,Food and beverages,47.75,2,4.775,100.275,2024-04-12,19:46:21,Cash,95.5,4.761905,4.775,8.9
4a7a6e91,C,Naypyitaw,Normal,Female,Fashion accessories,55.01,5,13.752500000000001,288.8025,2024-05-12,00:36:30,Credit card,275.05,4.761905,13.752500000000001,6.0
e06f15ad,B,Naypyitaw,Normal,Female,Sports and travel,80.66,4,16.132,338.772,2024-01-31,21:40:03,Credit card,322.64,4.761905,16.132,7.4
f25022f0,A,Mandalay,Member,Male,Food and beverages,63.9,7,22.365000000000002,469.665,2024-01-23,10:47:00,Cash,447.3,4.761905,22.365000000000002,7.1
c72790f2,A,Mandalay,Member,Male,Food and beverages,28.1,8,11.240000000000002,236.04000000000002,2024-05-15,07:14:04,Credit card,224.8,4.761905,11.240000000000002,7.1
cb4ab975,A,Naypyitaw,Member,Female,Health and beauty,63.12,1,3.156,66.276,2024-03-19,08:19:18,Credit card,63.12,4.761905,3.156,4.6
fc901273,C,Mandalay,Normal,Female,Health and beauty,46.69,5,11.6725,245.1225,2024-02-09,11:28:58,Ewallet,233.45,4.761905,11.6725,6.5
5c05ec29,B,Yangon,Normal,Female,Food and beverages,52.26,3,7.839,164.619,2024-06-03,04:57:23,Credit card,156.78,4.761905,7.839,6.7
72422828,A,Mandalay,Member,Female,Electronic accessories,12.55,1,0.6275000000000001,13.177500000000002,2024-03-10,15:08:03,Credit card,12.55,4.761905,0.6275000000000001,8.4
570da709,A,Mandalay,Member,Female,Food and beverages,28.9,3,4.335,91.035,2024-07-18,08:29:19,Cash,86.69999999999999,4.761905,4.335,9.0
fdb51f54,A,Yangon,Member,Male,Fashion accessories,35.29,6,10.587000000000002,222.32700000000003,2024-05-26,06:20:34,Ewallet,211.74,4.761905,10.587000000000002,7.3
ab9c9d75,C,Yangon,Member,Female,Food and beverages,74.17,7,25.959500000000006,545.1495000000001,2024-02-15,08:54:20,Ewallet,519.19,4.761905,25.959500000000006,4.5
d8346a54,C,Naypyitaw,Normal,Male,Home and lifestyle,11.03,8,4.412,92.652,2024-08-22,17:39:59,Ewallet,88.24,4.761905,4.412,5.4
4da14011,B,Naypyitaw,Member,Female,Home and lifestyle,46.79,4,9.358,196.518,2024-04-03,11:02:35,Credit card,187.16,4.761905,9.358,5.0
338900a9,C,Yangon,Member,Male,Home and lifestyle,93.16,3,13.974000000000002,293.454,2024-05-27,18:12:02,Ewallet,279.48,4.761905,13.974000000000002,4.7
5da95736,A,Yangon,Member,Female,Electronic accessories,20.07,5,5.0175,105.36749999999999,2024-06-27,05:15:30,Cash,100.35,4.761905,5.0175,6.2
36ec3386,B,Naypyitaw,Member,Female,Electronic accessories,56.48,9,25.416,533.736,2024-03-24,21:00:03,Ewallet,508.32,4.761905,25.416,5.4
12e12eff,A,Mandalay,Member,Male,Food and beverages,80.79,6,24.237000000000002,508.97700000000003,2024-01-21,13:29:26,Cash,484.74,4.761905,24.237000000000002,5.3
e7197cd0,A,Yangon,Member,Male,Home and lifestyle,94.83,9,42.673500000000004,896.1435,2024-06-25,05:08:30,Ewallet,853.47,4.761905,42.673500000000004,4.3
0092057f,C,Naypyitaw,Member,Female,Electronic accessories,77.21,6,23.163,486.423,2024-07-25,10:39:21,Ewallet,463.26,4.761905,23.163,4.1
a0429164,B,Mandalay,Normal,Female,Health and beauty,74.85,2,7.484999999999999,157.185,2024-06-09,15:30:28,Cash,149.7,4.761905,7.484999999999999,4.6
c98dcf1d,C,Yangon,Normal,Female,Food and beverages,84.38,5,21.095,442.995,2024-01-11,22:16:05,Ewallet,421.9,4.761905,21.095,5.0
e4a60cba,C,Mandalay,Normal,Female,Fashion accessories,50.16,9,22.572,474.01199999999994,2024-02-11,18:40:11,Ewallet,451.43999999999994,4.761905,22.572,6.6
cf41317c,B,Naypyitaw,Normal,Female,Sports and travel,82.53,8,33.012,693.2520000000001,2024-07-02,02:05:07,Ewallet,660.24,4.761905,33.012,7.1
46842edc,A,Yangon,Member,Male,Food and beverages,10.72,7,3.7520000000000007,78.79200000000002,2024-07-24,19:58:33,Credit card,75.04,4.761905,3.7520000000000007,4.8
7794d5a7,A,Mandalay,Normal,Male,Sports and travel,93.21,1,4.6605,97.87049999999999,2024-07-09,21:43:13,Cash,93.21,4.761905,4.6605,6.5
0177ba71,B,Yangon,Normal,Female,Home and lifestyle,49.9,4,9.98,209.58,2024-02-16,01:49:07,Ewallet,199.6,4.761905,9.98,6.1
8579b628,A,Mandalay,Member,Male,Sports and travel,59.8,7,20.93,439.53,2024-04-28,00:34:21,Cash,418.59999999999997,4.761905,20.93,5.1
ef4dda23,B,Naypyitaw,Member,Male,Home and lifestyle,32.94,7,11.529,242.10899999999998,2024-02-20,16:15:09,Cash,230.57999999999998,4.761905,11.529,4.0
2d0a53b5,B,Naypyitaw,Normal,Male,Health and beauty,76.83,6,23.049000000000003,484.02900000000005,2024-03-25,04:57:15,Cash,460.98,4.761905,23.049000000000003,6.8
abb65d71,C,Yangon,Normal,Female,Sports and travel,16.9,8,6.76,141.96,2024-02-19,22:22:12,Ewallet,135.2,4.761905,6.76,8.1
cf1bcc1b,B,Mandalay,Member,Male,Food and beverages,88.54,6,26.562,557.802,2024-07-28,10:56:21,Ewallet,531.24,4.761905,26.562,5.4
1157f963,C,Yangon,Normal,Female,Home and lifestyle,84.53,3,12.6795,266.2695,2024-04-24,20:02:50,Cash,253.59,4.761905,12.6795,4.8
4859c02a,A,Yangon,Member,Male,Food and beverages,29.45,4,5.890000000000001,123.69,2024-08-11,17:15:07,Credit card,117.8,4.761905,5.890000000000001,9.3
8d816ca5,A,Mandalay,Member,Female,Electronic accessories,82.84,3,12.426000000000002,260.946,2024-05-08,20:35:10,Cash,248.52,4.761905,12.426000000000002,5.7
ee731955,A,Mandalay,Member,Male,Home and lifestyle,80.77,1,4.0385,84.8085,2024-05-21,14:52:54,Credit card,80.77,4.761905,4.0385,5.3
25df0e9b,A,Mandalay,Member,Female,Sports and travel,66.9,5,16.725,351.225,2024-06-24,21:02:52,Cash,334.5,4.761905,16.725,9.1
74c74616,C,Naypyitaw,Normal,Female,Home and lifestyle,43.62,1,2.181,45.801,2024-01-18,14:47:35,Cash,43.62,4.761905,2.181,8.9
cff690d2,A,Yangon,Member,Male,Food and beverages,34.43,1,1.7215,36.1515,2024-02-04,02:12:19,Cash,34.43,4.761905,1.7215,6.7
ead8878f,B,Yangon,Member,Female,Health and beauty,30.86,2,3.0860000000000003,64.806,2024-01-06,18:09:24,Ewallet,61.72,4.761905,3.0860000000000003,6.9
0cef26a0,B,Naypyitaw,Normal,Female,Home and lifestyle,38.67,4,7.734000000000001,162.41400000000002,2024-08-02,20:16:28,Credit card,154.68,4.761905,7.734000000000001,5.3
a8f24404,B,Mandalay,Member,Female,Sports and travel,91.32,6,27.396,575.316,2024-04-09,21:25:21,Credit card,547.92,4.761905,27.396,4.5
c663015b,C,Naypyitaw,Normal,Female,Electronic accessories,16.99,8,6.795999999999999,142.71599999999998,2024-06-10,12:01:00,Cash,135.92,4.761905,6.795999999999999,7.4
b9cee025,A,Naypyitaw,Normal,Female,Fashion accessories,84.6,3,12.69,266.49,2024-06-10,06:00:10,Ewallet,253.79999999999998,4.761905,12.69,4.6
fbc058e8,A,Naypyitaw,Normal,Female,Health and beauty,41.4,1,2.07,43.47,2024-07-11,22:25:50,Ewallet,41.4,4.761905,2.07,6.7
e5104742,A,Yangon,Member,Female,Electronic accessories,56.94,3,8.541,179.361,2024-07-12,13:07:44,Credit card,170.82,4.761905,8.541,9.6
6571529c,C,Naypyitaw,Normal,Female,Home and lifestyle,81.5,3,12.225000000000001,256.725,2024-05-26,10:26:25,Ewallet,244.5,4.761905,12.225000000000001,9.7
db327329,B,Yangon,Normal,Male,Food and beverages,89.59,5,22.397500000000004,470.3475000000001,2024-03-13,22:54:27,Credit card,447.95000000000005,4.761905,22.397500000000004,5.4
0a6dfcbf,B,Yangon,Member,Male,Food and beverages,41.03,4,8.206000000000001,172.32600000000002,2024-05-11,17:19:04,Credit card,164.12,4.761905,8.206000000000001,7.7
4ff6398f,A,Yangon,Normal,Female,Sports and travel,51.57,4,10.314,216.59400000000002,2024-07-06,15:31:53,Credit card,206.28,4.761905,10.314,6.8
ccf39cd7,B,Mandalay,Normal,Female,Food and beverages,47.31,9,21.289500000000004,447.07950000000005,2024-05-29,12:05:31,Ewallet,425.79,4.761905,21.289500000000004,9.3
1717bd3b,B,Yangon,Normal,Male,Health and beauty,11.19,7,3.9165,82.2465,2024-03-28,14:28:36,Credit card,78.33,4.761905,3.9165,5.6
af094667,C,Yangon,Normal,Male,Food and beverages,36.63,4,7.3260000000000005,153.846,2024-08-07,02:19:05,Credit card,146.52,4.761905,7.3260000000000005,4.0
bc9191fc,C,Mandalay,Normal,Male,Sports and travel,51.33,3,7.6995000000000005,161.6895,2024-03-01,07:19:46,Cash,153.99,4.761905,7.6995000000000005,5.0
17837bbd,C,Yangon,Member,Female,Fashion accessories,47.0,6,14.100000000000001,296.1,2024-08-20,09:17:02,Credit card,282.0,4.761905,14.100000000000001,6.1
24c533aa,C,Naypyitaw,Normal,Male,Home and lifestyle,74.97,3,11.2455,236.15550000000002,2024-04-18,17:01:33,Credit card,224.91,4.761905,11.2455,5.9
9ce24533,A,Naypyitaw,Normal,Female,Home and lifestyle,44.63,6,13.389000000000003,281.16900000000004,2024-04-24,12:48:14,Cash,267.78000000000003,4.761905,13.389000000000003,8.7
9c33466d,C,Yangon,Member,Female,Food and beverages,54.04,9,24.318,510.67800000000005,2024-05-09,09:23:20,Cash,486.36,4.761905,24.318,8.1
2365dada,B,Mandalay,Member,Male,Electronic accessories,48.66,6,14.597999999999999,306.558,2024-07-15,04:48:42,Ewallet,291.96,4.761905,14.597999999999999,5.8
76a071c1,A,Naypyitaw,Member,Female,Home and lifestyle,76.66,4,15.332,321.972,2024-03-07,18:45:00,Credit card,306.64,4.761905,15.332,6.7
c1d45c44,B,Mandalay,Normal,Female,Fashion accessories,87.67,5,21.917500000000004,460.26750000000004,2024-05-22,19:54:51,Ewallet,438.35,4.761905,21.917500000000004,4.6
df982928,B,Mandalay,Member,Female,Food and beverages,57.87,6,17.361,364.58099999999996,2024-03-07,09:33:40,Ewallet,347.21999999999997,4.761905,17.361,9.4
7f760697,B,Naypyitaw,Normal,Female,Sports and travel,81.05,3,12.157499999999999,255.30749999999998,2024-06-12,05:42:57,Cash,243.14999999999998,4.761905,12.157499999999999,9.6
3fcb6372,C,Mandalay,Normal,Male,Fashion accessories,36.71,8,14.684000000000001,308.36400000000003,2024-04-26,06:47:04,Ewallet,293.68,4.761905,14.684000000000001,9.9
08b203d9,C,Naypyitaw,Member,Male,Food and beverages,58.72,4,11.744,246.624,2024-08-12,20:31:40,Credit card,234.88,4.761905,11.744,9.2
0b94ee63,A,Mandalay,Member,Female,Fashion accessories,41.07,8,16.428,344.988,2024-07-21,06:06:35,Cash,328.56,4.761905,16.428,5.0
9b5578ee,A,Naypyitaw,Normal,Female,Home and lifestyle,47.28,3,7.0920000000000005,148.93200000000002,2024-03-07,23:18:44,Credit card,141.84,4.761905,7.0920000000000005,4.3
973c5d14,C,Yangon,Member,Male,Sports and travel,75.92,7,26.572000000000003,558.0120000000001,2024-05-13,05:51:23,Credit card,531.44,4.761905,26.572000000000003,7.5
7d299385,B,Naypyitaw,Normal,Female,Food and beverages,89.35,9,40.2075,844.3575,2024-05-10,10:48:54,Cash,804.15,4.761905,40.2075,9.5
23216923,A,Naypyitaw,Member,Male,Health and beauty,20.93,4,4.186,87.906,2024-04-17,06:16:24,Credit card,83.72,4.761905,4.186,5.1
d3060106,C,Naypyitaw,Member,Female,Sports and travel,67.12,8,26.848000000000003,563.8080000000001,2024-05-22,09:28:26,Cash,536.96,4.761905,26.848000000000003,4.0
e90a63b1,C,Naypyitaw,Member,Female,Health and beauty,62.39,3,9.358500000000001,196.52850000000004,2024-07-19,10:44:21,Credit card,187.17000000000002,4.761905,9.358500000000001,8.8
d5bbf9e4,C,Mandalay,Normal,Male,Fashion accessories,20.66,7,7.231000000000001,151.851,2024-01-31,05:53:24,Cash,144.62,4.761905,7.231000000000001,4.5
94ac14f2,B,Yangon,Member,Male,Electronic accessories,29.07,3,4.360500000000001,91.57050000000001,2024-04-23,03:20:54,Ewallet,87.21000000000001,4.761905,4.360500000000001,6.5
463fc57f,C,Naypyitaw,Normal,Male,Sports and travel,37.99,7,13.296500000000002,279.22650000000004,2024-08-12,02:59:49,Credit card,265.93,4.761905,13.296500000000002,8.1
f269c5eb,C,Mandalay,Normal,Male,Fashion accessories,25.02,6,7.506,157.626,2024-06-04,09:20:10,Cash,150.12,4.761905,7.506,5.4
fbb9b5eb,C,Yangon,Normal,Female,Health and beauty,31.94,2,3.1940000000000004,67.07400000000001,2024-02-01,10:25:51,Credit card,63.88,4.761905,3.1940000000000004,4.5
6a496344,C,Yangon,Normal,Male,Home and lifestyle,34.08,3,5.112,107.352,2024-01-13,22:40:41,Credit card,102.24,4.761905,5.112,8.6
fd7c8b8b,A,Yangon,Member,Female,Home and lifestyle,40.21,6,12.063,253.323,2024-06-25,18:12:47,Credit card,241.26,4.761905,12.063,7.8
51f7c87d,A,Yangon,Normal,Male,Electronic accessories,77.45,4,15.490000000000002,325.29,2024-05-23,14:56:54,Cash,309.8,4.761905,15.490000000000002,9.9
8152d6d1,C,Naypyitaw,Normal,Male,Sports and travel,61.47,6,18.441,387.261,2024-07-24,08:30:12,Ewallet,368.82,4.761905,18.441,6.1
76bde5b5,B,Naypyitaw,Member,Female,Sports and travel,98.76,1,4.938000000000001,103.69800000000001,2024-07-25,03:27:08,Ewallet,98.76,4.761905,4.938000000000001,4.4
380ef91a,A,Mandalay,Normal,Male,Sports and travel,47.33,1,2.3665,49.6965,2024-04-20,21:54:48,Ewallet,47.33,4.761905,2.3665,8.4
d7ea06c3,C,Mandalay,Member,Male,Fashion accessories,77.85,3,11.6775,245.2275,2024-01-16,23:17:59,Cash,233.54999999999998,4.761905,11.6775,7.1
4cdd1f7f,A,Mandalay,Normal,Male,Electronic accessories,88.43,8,35.37200000000001,742.8120000000001,2024-03-25,12:39:52,Ewallet,707.44,4.761905,35.37200000000001,5.3
69fe7ad3,A,Yangon,Member,Male,Sports and travel,71.11,8,28.444000000000003,597.3240000000001,2024-03-23,21:46:06,Cash,568.88,4.761905,28.444000000000003,8.7
c2f0e2c2,B,Yangon,Normal,Female,Fashion accessories,47.07,4,9.414,197.69400000000002,2024-06-03,12:25:26,Credit card,188.28,4.761905,9.414,5.2
37518766,C,Naypyitaw,Member,Female,Home and lifestyle,77.82,6,23.346,490.26599999999996,2024-02-23,16:52:30,Credit card,466.91999999999996,4.761905,23.346,5.6
6f8c2747,C,Yangon,Normal,Male,Health and beauty,28.33,8,11.332,237.972,2024-05-28,04:00:51,Ewallet,226.64,4.761905,11.332,4.6
e428a0d3,B,Yangon,Normal,Male,Fashion accessories,39.48,7,13.817999999999998,290.17799999999994,2024-02-04,09:50:06,Cash,276.35999999999996,4.761905,13.817999999999998,6.4
77810bb7,B,Yangon,Member,Male,Home and lifestyle,59.2,7,20.720000000000002,435.12000000000006,2024-08-16,07:56:21,Credit card,414.40000000000003,4.761905,20.720000000000002,6.5
a1baf663,C,Mandalay,Member,Female,Home and lifestyle,61.79,4,12.358,259.51800000000003,2024-05-10,19:56:57,Cash,247.16,4.761905,12.358,7.1
3cad42cb,C,Mandalay,Member,Female,Health and beauty,11.99,9,5.3955,113.3055,2024-04-02,15:38:36,Cash,107.91,4.761905,5.3955,8.3
9470db09,B,Naypyitaw,Member,Female,Home and lifestyle,95.06,6,28.518,598.878,2024-06-06,09:34:10,Credit card,570.36,4.761905,28.518,9.4
564349cb,A,Yangon,Normal,Female,Electronic accessories,72.7,3,10.905000000000001,229.00500000000002,2024-01-01,15:31:12,Cash,218.10000000000002,4.761905,10.905000000000001,4.8
4a7f8058,A,Yangon,Normal,Male,Health and beauty,54.61,5,13.652500000000002,286.70250000000004,2024-02-11,01:30:32,Credit card,273.05,4.761905,13.652500000000002,4.3
e57b001b,B,Naypyitaw,Member,Male,Home and lifestyle,93.98,5,23.495000000000005,493.39500000000004,2024-03-29,03:40:45,Credit card,469.90000000000003,4.761905,23.495000000000005,4.1
1097f260,A,Yangon,Normal,Male,Food and beverages,49.52,5,12.380000000000003,259.98,2024-04-17,16:25:55,Credit card,247.60000000000002,4.761905,12.380000000000003,4.9
339f1e9c,B,Yangon,Member,Female,Fashion accessories,98.24,8,39.296,825.216,2024-04-19,12:06:52,Cash,785.92,4.761905,39.296,7.9
69e584b5,A,Mandalay,Member,Male,Home and lifestyle,56.11,9,25.2495,530.2395,2024-02-22,17:57:45,Credit card,504.99,4.761905,25.2495,8.4
2cb88a26,A,Naypyitaw,Normal,Female,Electronic accessories,20.29,9,9.1305,191.7405,2024-03-24,00:16:58,Cash,182.60999999999999,4.761905,9.1305,8.7
caa4f304,C,Naypyitaw,Normal,Female,Sports and travel,78.83,6,23.649,496.629,2024-04-20,21:11:47,Credit card,472.98,4.761905,23.649,5.5
d6a3db84,C,Naypyitaw,Normal,Male,Home and lifestyle,71.1,6,21.33,447.93,2024-07-14,20:00:20,Credit card,426.59999999999997,4.761905,21.33,5.8
c23635c2,A,Naypyitaw,Normal,Male,Sports and travel,79.57,9,35.80649999999999,751.9364999999999,2024-01-30,23:10:16,Ewallet,716.1299999999999,4.761905,35.80649999999999,6.9
56ad1cfc,A,Mandalay,Normal,Male,Food and beverages,95.63,4,19.126,401.646,2024-02-18,11:01:09,Ewallet,382.52,4.761905,19.126,4.4
7dbbc22b,C,Mandalay,Normal,Female,Home and lifestyle,79.88,6,23.964,503.24399999999997,2024-07-18,04:28:58,Ewallet,479.28,4.761905,23.964,7.7
822a639f,C,Yangon,Normal,Female,Health and beauty,65.02,4,13.004,273.084,2024-01-13,00:52:22,Cash,260.08,4.761905,13.004,9.9
eaaacb69,C,Yangon,Member,Male,Sports and travel,87.16,1,4.358,91.518,2024-08-07,19:54:38,Cash,87.16,4.761905,4.358,6.2
b3c4dd78,B,Yangon,Member,Male,Food and beverages,70.59,7,24.706500000000002,518.8365,2024-06-02,08:57:39,Credit card,494.13,4.761905,24.706500000000002,8.5
51fcb818,A,Yangon,Member,Female,Health and beauty,46.73,6,14.019,294.399,2024-02-22,22:57:52,Credit card,280.38,4.761905,14.019,7.0
5a418ec6,C,Mandalay,Member,Male,Health and beauty,89.71,9,40.3695,847.7595,2024-07-08,18:04:10,Credit card,807.39,4.761905,40.3695,4.8
eb60709f,A,Naypyitaw,Member,Female,Health and beauty,29.97,7,10.4895,220.2795,2024-07-19,23:09:46,Credit card,209.79,4.761905,10.4895,7.5
8ad507b9,B,Mandalay,Normal,Female,Health and beauty,74.32,7,26.012,546.2520000000001,2024-05-19,18:59:46,Cash,520.24,4.761905,26.012,5.8
c93f012d,B,Yangon,Member,Male,Home and lifestyle,89.34,2,8.934000000000001,187.614,2024-07-24,06:41:11,Credit card,178.68,4.761905,8.934000000000001,4.2
47a94a7e,C,Mandalay,Member,Male,Fashion accessories,75.82,9,34.11899999999999,716.4989999999999,2024-07-03,11:13:11,Credit card,682.3799999999999,4.761905,34.11899999999999,7.8
899226bd,B,Naypyitaw,Member,Male,Home and lifestyle,72.75,9,32.737500000000004,687.4875000000001,2024-07-29,19:23:25,Ewallet,654.75,4.761905,32.737500000000004,9.2
9d1bf8a7,A,Naypyitaw,Member,Male,Home and lifestyle,77.74,6,23.322,489.76199999999994,2024-02-24,02:37:33,Credit card,466.43999999999994,4.761905,23.322,6.1
a49e787e,C,Mandalay,Member,Female,Food and beverages,51.85,3,7.777500000000001,163.32750000000001,2024-04-01,16:17:41,Credit card,155.55,4.761905,7.777500000000001,6.3
59451475,A,Mandalay,Member,Female,Food and beverages,88.68,1,4.434,93.114,2024-03-24,12:49:19,Credit card,88.68,4.761905,4.434,9.3
f874abdc,A,Mandalay,Member,Female,Fashion accessories,28.31,4,5.662,118.902,2024-07-29,06:40:20,Cash,113.24,4.761905,5.662,8.9
fee11f6d,B,Yangon,Normal,Male,Food and beverages,21.46,3,3.219,67.599,2024-06-13,14:09:50,Ewallet,64.38,4.761905,3.219,8.3
422f8901,B,Mandalay,Normal,Female,Electronic accessories,35.7,1,1.7850000000000001,37.48500000000001,2024-07-18,11:55:50,Credit card,35.7,4.761905,1.7850000000000001,5.5
3dd9df35,B,Mandalay,Member,Male,Fashion accessories,57.84,3,8.676,182.19600000000003,2024-07-07,12:03:26,Credit card,173.52,4.761905,8.676,9.5
b58974d8,B,Mandalay,Normal,Male,Food and beverages,55.95,4,11.190000000000001,234.99,2024-06-17,05:23:12,Ewallet,223.8,4.761905,11.190000000000001,4.9
33491c39,B,Naypyitaw,Normal,Male,Fashion accessories,83.85,8,33.54,704.34,2024-04-22,04:27:14,Credit card,670.8,4.761905,33.54,7.8
7d239c7a,C,Naypyitaw,Normal,Male,Home and lifestyle,46.41,9,20.8845,438.57449999999994,2024-04-24,08:30:26,Cash,417.68999999999994,4.761905,20.8845,4.2
61aef184,A,Yangon,Normal,Male,Home and lifestyle,53.59,3,8.0385,168.8085,2024-08-06,01:04:55,Credit card,160.77,4.761905,8.0385,7.9
8ec110f1,A,Yangon,Member,Male,Fashion accessories,11.2,6,3.3599999999999994,70.55999999999999,2024-07-04,13:10:55,Cash,67.19999999999999,4.761905,3.3599999999999994,5.7
56484136,A,Naypyitaw,Normal,Female,Electronic accessories,46.88,5,11.72,246.12,2024-02-20,17:37:17,Cash,234.4,4.761905,11.72,6.7
91f6f7a5,A,Naypyitaw,Normal,Male,Electronic accessories,68.3,6,20.49,430.28999999999996,2024-04-06,05:28:35,Credit card,409.79999999999995,4.761905,20.49,6.1
3c220d77,B,Naypyitaw,Normal,Female,Fashion accessories,11.4,4,2.2800000000000002,47.88,2024-01-11,21:16:15,Ewallet,45.6,4.761905,2.2800000000000002,5.0
a88aa672,A,Mandalay,Member,Female,Food and beverages,35.28,6,10.584000000000001,222.264,2024-05-31,05:39:59,Cash,211.68,4.761905,10.584000000000001,7.7
23b5915e,C,Mandalay,Member,Male,Sports and travel,28.72,7,10.052,211.092,2024-04-09,09:29:26,Ewallet,201.04,4.761905,10.052,9.3
49a52a87,C,Naypyitaw,Member,Male,Electronic accessories,13.78,9,6.2010000000000005,130.221,2024-05-28,11:21:15,Credit card,124.02,4.761905,6.2010000000000005,9.8
c7a88820,A,Mandalay,Member,Male,Health and beauty,53.13,7,18.5955,390.50550000000004,2024-06-06,01:43:07,Cash,371.91,4.761905,18.5955,5.2
9212e04e,A,Mandalay,Member,Female,Home and lifestyle,26.36,6,7.908,166.068,2024-02-09,05:29:32,Credit card,158.16,4.761905,7.908,8.3
300676c1,C,Yangon,Member,Male,Fashion accessories,76.88,1,3.844,80.724,2024-01-12,06:18:56,Ewallet,76.88,4.761905,3.844,8.0
0c41ace8,C,Naypyitaw,Member,Female,Health and beauty,86.31,2,8.631,181.251,2024-07-29,03:19:32,Credit card,172.62,4.761905,8.631,6.1
3518b5b1,B,Naypyitaw,Normal,Male,Fashion accessories,59.1,1,2.955,62.05500000000001,2024-04-15,07:44:49,Credit card,59.1,4.761905,2.955,4.1
70da5923,C,Mandalay,Normal,Male,Home and lifestyle,98.35,9,44.2575,929.4075,2024-01-29,08:20:37,Cash,885.15,4.761905,44.2575,8.1
acf59bd4,B,Naypyitaw,Normal,Female,Home and lifestyle,50.54,9,22.743000000000002,477.603,2024-04-30,16:30:11,Credit card,454.86,4.761905,22.743000000000002,9.7
9f4abab2,B,Yangon,Member,Female,Electronic accessories,56.2,7,19.67,413.07000000000005,2024-02-09,03:03:38,Credit card,393.40000000000003,4.761905,19.67,7.8
c31eebfa,B,Yangon,Member,Male,Electronic accessories,99.03,2,9.903,207.96300000000002,2024-04-03,05:47:40,Credit card,198.06,4.761905,9.903,6.6
03b5758c,B,Yangon,Member,Female,Health and beauty,30.84,6,9.252,194.292,2024-04-18,17:23:16,Cash,185.04,4.761905,9.252,7.2
f013794c,B,Naypyitaw,Member,Female,Fashion accessories,94.83,4,18.966,398.286,2024-05-13,03:58:15,Ewallet,379.32,4.761905,18.966,5.2
4ababc68,A,Naypyitaw,Member,Female,Home and lifestyle,13.86,1,0.6930000000000001,14.553,2024-08-03,13:21:22,Ewallet,13.86,4.761905,0.6930000000000001,8.5
556cf25b,C,Naypyitaw,Normal,Female,Health and beauty,50.17,1,2.5085,52.67850000000001,2024-07-05,07:30:14,Credit card,50.17,4.761905,2.5085,8.5
b8f4039f,B,Naypyitaw,Normal,Female,Sports and travel,16.3,5,4.075,85.575,2024-01-09,13:40:21,Cash,81.5,4.761905,4.075,4.9
c540ba5d,C,Naypyitaw,Member,Male,Health and beauty,75.63,2,7.563,158.823,2024-03-05,06:56:14,Credit card,151.26,4.761905,7.563,9.3
c154df00,C,Yangon,Member,Male,Food and beverages,64.76,4,12.952000000000002,271.992,2024-07-21,03:33:33,Ewallet,259.04,4.761905,12.952000000000002,5.6
4a1558d3,B,Mandalay,Member,Female,Health and beauty,73.6,1,3.6799999999999997,77.28,2024-05-24,03:17:46,Cash,73.6,4.761905,3.6799999999999997,9.9
413000d3,A,Yangon,Member,Male,Food and beverages,43.7,4,8.74,183.54000000000002,2024-07-05,22:43:20,Ewallet,174.8,4.761905,8.74,6.3
5efa2ee0,B,Naypyitaw,Normal,Male,Food and beverages,43.25,6,12.975000000000001,272.475,2024-05-30,04:22:11,Ewallet,259.5,4.761905,12.975000000000001,5.1
287fefd7,A,Yangon,Member,Female,Food and beverages,14.08,4,2.8160000000000003,59.136,2024-05-30,01:11:21,Cash,56.32,4.761905,2.8160000000000003,6.1
8a36f8f1,C,Naypyitaw,Member,Male,Sports and travel,41.5,1,2.075,43.575,2024-04-10,15:36:51,Cash,41.5,4.761905,2.075,6.6
